show_id,type,title,date_added,release_year,rating,duration,description
s5243,Movie,Rock On!!,"December 15, 2019",2008,TV-14,139 min,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream."
s5246,Movie,Rocky Handsome,"February 17, 2017",2016,TV-MA,119 min,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
s5268,Movie,Romeo Akbar Walter,"June 30, 2019",2019,TV-14,141 min,"In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
s5269,Movie,Romeo Ranjha,"November 1, 2017",2014,TV-14,122 min,"Two common boys travel from India to Thailand to find success and money, enjoying their friendship and finding ways to cheat the cheats."
s5280,Movie,Rooting for Roona,"October 15, 2020",2020,TV-PG,42 min,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
s5290,Movie,Rowdy Rathore,"August 2, 2018",2012,TV-14,137 min,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob."
s5297,Movie,Rukh,"April 1, 2018",2017,TV-MA,103 min,"Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths."
s5301,Movie,Run,"March 1, 2018",2004,TV-14,134 min,Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
s5307,Movie,Running Shaadi,"April 30, 2018",2017,TV-14,115 min,"A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot."
s5319,Movie,Rustom,"January 6, 2017",2016,TV-14,141 min,"A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder."
s5325,Movie,Saadey CM Saab,"October 1, 2018",2015,TV-PG,131 min,Three old friends who have always hated politics are in for a shock when the friend who dislikes politics the most is somehow elected head minister.
s5326,Movie,Saaho,"December 8, 2019",2019,TV-14,172 min,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail."
s5327,Movie,Saath Saath,"December 31, 2019",1982,TV-14,118 min,"A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry."
s5328,Movie,Saavat,"August 23, 2019",2019,TV-14,118 min,"In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village."
s5330,TV Show,Sab Jholmaal Hai,"October 18, 2020",2017,TV-Y7,3 Seasons,"In this madcap comedy, two mischievous cats, a talking parrot and a high-strung dog keep getting into trouble while their human is away."
s5332,TV Show,Sacred Games,"August 15, 2019",2019,TV-MA,2 Seasons,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
s5337,Movie,Sadma,"December 31, 2019",1983,TV-14,137 min,"After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
s5339,Movie,Saeed Mirza: The Leftist Sufi,"May 1, 2017",2016,TV-MA,61 min,This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
s5343,Movie,Saheb Bibi Golaam,"January 1, 2017",2016,TV-MA,118 min,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
s5344,Movie,Saheb Biwi Aur Gangster Returns,"September 19, 2020",2013,TV-MA,139 min,Knotty love triangles and nefarious schemes arise when a nobleman’s plans to remarry fall into the cunning hands of his first wife and a vengeful rival.
s5347,Movie,Sairat,"April 1, 2018",2016,TV-14,173 min,"When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village."
s5349,Movie,Sakhi,"February 15, 2018",2007,TV-PG,152 min,"Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship."
s5351,Movie,Salaakhen,"April 1, 2017",1975,TV-14,134 min,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond."
s5362,Movie,Samantaral,"September 15, 2018",2017,TV-MA,110 min,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
s5364,Movie,Samarppanam,"March 1, 2018",2017,TV-PG,116 min,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
s5373,Movie,Sanai Choughade,"January 1, 2018",2008,TV-14,122 min,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
s5377,Movie,Sangam,"December 31, 2019",1964,TV-14,228 min,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
s5378,Movie,Sanju,"October 15, 2018",2018,TV-MA,159 min,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
s5380,Movie,Santa Banta Pvt Ltd,"September 19, 2020",2016,TV-14,111 min,"Passed off as spies, two inept pals are sent to Fiji to rescue a kidnapped bureaucrat. Soon enough, they’re creating more problems than they’re solving."
s5394,Movie,Sardaarji 2,"October 15, 2017",2016,TV-PG,145 min,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.
s5395,Movie,Sarivar Sari,"February 15, 2018",2005,TV-14,126 min,"Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract."
s5398,Movie,Sarvam Thaala Mayam (Telugu Version),"April 8, 2019",2018,TV-14,131 min,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist."
s5399,Movie,Sarvopari Palakkaran,"July 1, 2018",2017,TV-14,133 min,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews."
s5400,Movie,Sat Shri Akaal England,"October 1, 2018",2017,TV-14,127 min,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England."
s5401,Movie,Sat Sri Akal,"January 30, 2019",2008,TV-14,141 min,"Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes."
s5404,Movie,Satrangi Re,"March 15, 2018",2012,TV-14,150 min,"Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity."
s5406,Movie,Satte Pe Satta,"December 31, 2019",1982,TV-14,153 min,"The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example."
s5409,Movie,Satyagraha,"November 1, 2018",2013,TV-14,146 min,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption."
s5419,Movie,Savita Damodar Paranjpe,"November 15, 2018",2018,TV-14,119 min,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister."
s5465,Movie,Secret Superstar,"March 23, 2018",2017,TV-14,150 min,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
s5484,Movie,Sei,"March 25, 2019",2018,TV-14,126 min,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network."
s5501,Movie,Serious Men,"October 2, 2020",2020,TV-MA,115 min,"When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
s5509,Movie,SETHUM AAYIRAM PON,"April 1, 2020",2020,TV-MA,103 min,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hang heavy between them."
s5510,Movie,Settai,"November 1, 2018",2013,TV-14,123 min,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates."
s5532,Movie,Shabd,"April 15, 2019",2005,TV-14,146 min,"When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry."
s5535,Movie,Shahanpan Dega Deva,"January 1, 2018",2011,TV-14,115 min,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot."
s5536,Movie,Shaitan,"July 5, 2020",2011,TV-MA,126 min,"When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom."
s5538,Movie,Shakti: The Power,"March 1, 2018",2002,TV-MA,168 min,A young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.
s5540,Movie,Shanghai,"March 1, 2018",2012,TV-14,109 min,Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.
s5542,Movie,Shararat,"March 1, 2018",2002,TV-PG,148 min,"Unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens."
s5549,Movie,Shaurya: It Takes Courage to Make Right... Right,"March 1, 2018",2008,TV-14,135 min,Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
s5565,Movie,Shikari,"December 8, 2017",1991,TV-14,163 min,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise."
s5566,Movie,Shimla Mirchi,"January 27, 2020",2020,TV-14,121 min,"A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her."
s5571,Movie,Shiva,"December 31, 2019",1990,TV-MA,168 min,"A young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda."
s5572,Movie,Shonar Pahar,"February 22, 2019",2018,TV-PG,131 min,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.
s5574,Movie,Shootout at Lokhandwala,"May 15, 2019",2007,UR,116 min,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
s5579,Movie,Shor In the City,"May 31, 2019",2011,TV-MA,106 min,"When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger."
s5580,Movie,Shorgul,"October 30, 2018",2016,TV-14,122 min,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.
s5582,Movie,Shortcut Safari,"April 15, 2019",2016,TV-PG,101 min,Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.
s5590,Movie,Shubh Aarambh,"March 1, 2018",2017,TV-PG,127 min,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship."
s5591,Movie,Shuddhi,"March 1, 2018",2017,TV-14,115 min,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.
s5600,Movie,Siddhant,"October 30, 2018",2014,TV-G,105 min,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
s5602,Movie,Sigaram Thodu,"November 1, 2018",2014,TV-14,141 min,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
s5609,Movie,Sillu Karuppatti,"January 26, 2020",2019,TV-14,133 min,"From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film."
s5625,Movie,Singapore,"October 15, 2017",1960,TV-PG,158 min,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot."
s5627,Movie,Singh Saab the Great,"July 15, 2017",2013,TV-14,143 min,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
s5628,Movie,Singham,"November 19, 2020",2011,TV-14,142 min,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
s5687,Movie,Socha Na Tha,"July 1, 2018",2005,TV-14,137 min,"An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other."
s5694,Movie,Sohni Mahiwal,"September 1, 2017",1984,TV-14,160 min,"After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her."
s5696,Movie,Soldier,"September 1, 2020",1998,TV-14,155 min,"On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there."
s5711,Movie,Sometimes,"May 1, 2018",2016,TV-14,101 min,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
s5719,Movie,Soni,"January 18, 2019",2018,TV-MA,97 min,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
s5723,Movie,Soorma,"October 13, 2018",2018,TV-14,131 min,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.
s5744,Movie,Special 26,"July 5, 2020",2013,TV-PG,137 min,"In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler."
s5780,Movie,Spyder,"August 28, 2018",2017,TV-14,140 min,"When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps."
s5817,Movie,Sthaniya Sambaad,"March 15, 2018",2010,TV-14,106 min,"In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows."
s5828,TV Show,Stories by Rabindranath Tagore,"July 5, 2018",2015,TV-PG,1 Season,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
s5829,Movie,Story of an Egg,"October 15, 2017",2017,TV-PG,132 min,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
s5841,Movie,Stree,"June 7, 2019",2018,TV-MA,127 min,"Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her."
s5870,Movie,Sudani from Nigeria,"August 1, 2018",2018,TV-14,115 min,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences."
s5885,Movie,SunGanges,"November 15, 2019",2018,TV-14,74 min,"A trio of filmmakers treks across India to explore the correlation between vanishing rivers, massive energy projects and renewable energy sources."
s5887,Movie,Sunrise,"March 15, 2017",2014,TV-MA,85 min,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter."
s5889,Movie,Super Bheem Bana Vajraveer,"June 18, 2019",2018,TV-Y7,63 min,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
s5891,Movie,Super Deluxe,"June 29, 2019",2019,TV-MA,176 min,"Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past."
s5905,Movie,Super Nani,"March 1, 2018",2014,TV-PG,127 min,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
s5916,Movie,Sur Sapata,"May 1, 2019",2019,TV-14,140 min,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.
s5917,Movie,Sur: The Melody of Life,"February 15, 2019",2002,TV-14,137 min,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
s5933,Movie,Swades,"March 1, 2018",2004,TV-PG,185 min,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.
s5934,Movie,Swami,"December 31, 2019",1977,TV-PG,123 min,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
s5954,Movie,Taal,"March 1, 2018",1999,TV-PG,177 min,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in."
s5955,Movie,Taare Zameen Par,"January 10, 2021",2007,PG,162 min,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity."
s5958,Movie,Tahaan,"July 15, 2018",2008,TV-14,95 min,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet."
s5969,Movie,Talaash,"December 15, 2019",2012,TV-14,140 min,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
s5978,Movie,Tamanchey,"October 15, 2017",2014,TV-MA,111 min,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.
s5979,Movie,Tamasha,"August 2, 2018",2015,TV-14,133 min,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again."
s5983,Movie,Tanu Weds Manu,"July 5, 2020",2011,TV-14,114 min,"When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man."
s5984,Movie,Taramani,"January 1, 2019",2017,TV-MA,148 min,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
s6001,Movie,TE3N,"November 19, 2020",2016,TV-14,128 min,"Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead."
s6009,Movie,Teen Aur Aadha,"April 29, 2019",2018,TV-MA,119 min,"At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape."
s6011,Movie,Teen Patti,"March 1, 2018",2010,TV-PG,137 min,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai."
s6017,Movie,Tees Maar Khan,"August 2, 2018",2010,TV-PG,125 min,A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.
s6023,Movie,Tere Naal Love Ho Gaya,"August 2, 2018",2012,TV-14,127 min,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father."
s6035,Movie,Teshan,"October 15, 2017",2016,TV-PG,133 min,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.
s6036,Movie,Tezz,"December 1, 2017",2012,TV-MA,121 min,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.
s6037,TV Show,Th Eena Meena Deeka Chase Comedy Show,"March 31, 2018",2015,TV-Y7,1 Season,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series."
s6038,Movie,Thaandavam,"October 1, 2018",2012,TV-14,156 min,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye."
s6040,Movie,Thackeray (Hindi),"June 26, 2020",2019,TV-14,135 min,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray."
s6042,Movie,Thambi,"February 3, 2020",2019,TV-14,148 min,"As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor."
s6043,Movie,Thank You,"August 2, 2018",2011,TV-14,131 min,Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
s6138,Movie,The Black Prince,"October 3, 2018",2017,PG-13,121 min,"After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama."
s6150,Movie,The Blue Umbrella,"August 2, 2018",2005,TV-PG,90 min,"A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
s6151,Movie,The Body,"February 21, 2020",2019,TV-14,101 min,Mind games and mystery abound as a detective investigates the disappearance of a woman’s body from a morgue in this Hindi remake of a Spanish thriller.
s6174,Movie,The Breadwinner,"February 20, 2018",2017,PG-13,93 min,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
s6197,TV Show,The Calling,"April 1, 2019",2018,TV-MA,1 Season,"Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship."
s6264,Movie,The Damned Rain,"January 1, 2018",2009,TV-14,99 min,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
s6269,Movie,The Dark Side of Life: Mumbai City,"December 31, 2019",2018,TV-MA,121 min,"Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point."
s6367,Movie,The Foreigner,"February 14, 2020",2017,R,113 min,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance."
s6420,Movie,The Great Gambler,"December 31, 2019",1979,TV-14,161 min,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger."
s6464,Movie,The House Next Door,"January 9, 2018",2017,TV-MA,135 min,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood."
s6470,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,"April 1, 2017",2013,TV-PG,53 min,A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.
s6473,Movie,The Hundred-Foot Journey,"January 31, 2019",2014,PG,123 min,"A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street."
s6546,Movie,The Land of Cards,"November 22, 2016",2012,TV-14,113 min,A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.
s6552,Movie,The Last Bomb of the Second World War,"March 3, 2020",2019,TV-14,133 min,A piece of unexploded ordnance wreaks havoc on the lives of a scrapyard worker whose truck it falls into and an anti-war activist who's hunting for it.
s6582,Movie,The Legend of Bhagat Singh,"October 12, 2020",2002,TV-14,156 min,"This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
s6586,Movie,The Legend of Michael Mishra,"April 1, 2019",2016,TV-14,118 min,"After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves."
s6596,Movie,The Lift Boy,"April 27, 2020",2020,TV-MA,107 min,"When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning."
s6638,Movie,The Man Who Feels No Pain,"May 22, 2019",2018,TV-14,137 min,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
s6765,Movie,The Plan,"March 1, 2018",2015,TV-MA,124 min,"After being sent to a remote prison, three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape."
s6804,Movie,The Rat Race,"January 1, 2017",2010,TV-PG,52 min,"Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population."
s6837,Movie,The Royal Bengal Tiger,"September 19, 2020",2014,TV-MA,103 min,"Knocked down by life one too many times, a meek family man drastically transforms from shy to savage after an encounter with a mysterious friend."
s6864,Movie,The Shaukeens,"March 1, 2018",2014,TV-MA,123 min,Three sexually frustrated men in their 60s have the adventure of a lifetime after meeting an intriguing young woman during a holiday in Mauritius.
s6879,Movie,The Sky Is Pink,"December 11, 2019",2019,TV-MA,143 min,"After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story."
s6941,Movie,The Trial of the Chicago 7,"October 16, 2020",2020,R,130 min,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.
s6982,Movie,The Violin Player,"December 1, 2016",2016,TV-14,72 min,"An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
s7003,Movie,The Wishing Tree,"June 5, 2017",2017,TV-14,117 min,Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.
s7031,Movie,The Zoya Factor,"November 30, 2019",2019,TV-14,135 min,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain."
s7033,Movie,Theeram,"July 1, 2018",2017,TV-14,104 min,"An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them."
s7034,Movie,Theeya Velai Seyyanum Kumaru,"October 1, 2018",2013,TV-PG,132 min,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life."
s7053,Movie,Thithi,"March 9, 2017",2015,TV-MA,123 min,"In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson."
s7063,Movie,Thottappan,"February 8, 2020",2019,TV-14,139 min,"When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind."
s7071,Movie,Thug Life,"December 1, 2019",2017,TV-14,133 min,A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.
s7083,Movie,Tiger,"October 1, 2018",2016,TV-14,130 min,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him."
s7088,Movie,Tikli and Laxmi Bomb,"August 1, 2018",2017,TV-MA,151 min,Two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.
s7094,Movie,Time Out,"September 26, 2020",2015,TV-14,98 min,"Raised in the privileged bubble of Delhi's elite, a teen is compelled to question his outlook on life and love when his older brother comes out as gay."
s7095,Movie,Time Please,"January 1, 2018",2013,TV-14,125 min,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage."
s7130,Movie,Together For Eternity,"February 1, 2020",1999,TV-G,176 min,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
s7131,Movie,Toilet: Ek Prem Katha,"August 21, 2018",2017,TV-14,145 min,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
s7156,Movie,Tope: The Bait,"March 1, 2018",2016,TV-14,87 min,"The tales of an eccentric aristocrat, a tightrope walking nomad and a postman-turned-soothsayer unspool in this visual poem of rural life in India."
s7158,Movie,Torbaaz,"December 11, 2020",2020,TV-MA,133 min,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport."
s7164,Movie,Tottaa Pataaka Item Maal,"June 25, 2019",2018,TV-MA,107 min,"Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
s7169,Movie,Traffic Signal,"December 31, 2019",2007,TV-MA,130 min,"Four characters coexist at an urban traffic signal, where all manage to make a meager living until events threaten the source of their livelihood."
s7223,Movie,"Trikal (Past, Present, Future)","December 31, 2019",1985,TV-14,134 min,"A Goan native returns to his now-derelict, palatial childhood home, recalling his family’s interpersonal drama during the end of Portuguese rule."
s7224,Movie,Trimurti,"March 1, 2018",1995,TV-PG,173 min,"After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor."
s7227,Movie,Trip to Bhangarh: Asia's Most Haunted Place,"November 1, 2017",2014,TV-MA,113 min,"To amuse themselves, six college friends decide to pay a visit to a fortress believed by some to be the most haunted place in Asia."
s7241,Movie,Truckbhar Swapna,"February 1, 2019",2018,TV-14,128 min,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
s7260,Movie,Tu Hai Mera Sunday,"March 1, 2018",2016,TV-14,125 min,"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai."
s7262,Movie,Tucker and Dale vs. Evil,"March 29, 2019",2010,R,89 min,"Expecting to relax at their ""vacation"" cabin, two backwoods boys see their trip turn into a nightmare when they're accused of being psychotic killers."
s7263,Movie,Tukaram,"February 15, 2018",2012,TV-PG,162 min,A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.
s7264,Movie,Tum Milo Toh Sahi,"July 1, 2018",2010,TV-14,128 min,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
s7295,Movie,U Turn,"November 7, 2019",2016,TV-14,121 min,A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.
